date,lat_min,lon_min,lon_max,lat_max,prev_fire_point,today_point_count,prev_frp_mean,today_frp_mean,prev_firemask,today_firemask
2019-04-05,36.24324,126.68919,126.85810810810813,36.37837837837842,1,0,0.32,0.0,firemask_output\grid_2019-04-04_lon126.68919_lat36.24324.png,firemask_output\white.png
2019-04-05,36.64865,126.85811,127.02702702702705,36.78378378378383,4,0,4.805000000000001,0.0,firemask_output\grid_2019-04-04_lon126.85811_lat36.64865.png,firemask_output\white.png
2019-04-05,36.64865,127.02703,127.19594594594597,36.78378378378383,4,0,8.05,0.0,firemask_output\grid_2019-04-04_lon127.02703_lat36.64865.png,firemask_output\white.png
2019-04-05,36.91892,126.52027,126.6891891891892,37.054054054054106,0,1,0.0,1.87,firemask_output\white.png,firemask_output\grid_2019-04-05_lon126.52027_lat36.91892.png
2019-04-05,36.91892,126.68919,126.85810810810813,37.054054054054106,8,8,2.47375,2.345,firemask_output\grid_2019-04-04_lon126.68919_lat36.91892.png,firemask_output\grid_2019-04-05_lon126.68919_lat36.91892.png
2019-04-05,36.91892,128.20946,128.3783783783784,37.054054054054106,2,5,1.885,1.006,firemask_output\grid_2019-04-04_lon128.20946_lat36.91892.png,firemask_output\grid_2019-04-05_lon128.20946_lat36.91892.png
2019-04-05,37.05405,128.20946,128.3783783783784,37.18918918918924,0,1,0.0,1.28,firemask_output\white.png,firemask_output\grid_2019-04-05_lon128.20946_lat37.05405.png
2019-04-05,37.18919,128.20946,128.3783783783784,37.32432432432438,2,1,1.2200000000000002,0.8,firemask_output\grid_2019-04-04_lon128.20946_lat37.18919.png,firemask_output\grid_2019-04-05_lon128.20946_lat37.18919.png
2019-04-05,37.32432,129.05405,129.22297297297297,37.45945945945952,2,2,1.545,1.835,firemask_output\grid_2019-04-04_lon129.05405_lat37.32432.png,firemask_output\grid_2019-04-05_lon129.05405_lat37.32432.png
2019-04-05,37.45946,126.52027,126.6891891891892,37.59459459459465,2,0,1.49,0.0,firemask_output\grid_2019-04-04_lon126.52027_lat37.45946.png,firemask_output\white.png
2019-04-05,37.45946,128.88514,129.05405405405406,37.59459459459465,51,8,5.657254901960784,5.952500000000001,firemask_output\grid_2019-04-04_lon128.88514_lat37.45946.png,firemask_output\grid_2019-04-05_lon128.88514_lat37.45946.png
2019-04-05,37.45946,129.05405,129.22297297297297,37.59459459459465,13,3,6.35076923076923,1.9333333333333331,firemask_output\grid_2019-04-04_lon129.05405_lat37.45946.png,firemask_output\grid_2019-04-05_lon129.05405_lat37.45946.png
2019-04-05,37.59459,128.88514,129.05405405405406,37.72972972972979,18,1,4.743333333333332,3.39,firemask_output\grid_2019-04-04_lon128.88514_lat37.59459.png,firemask_output\grid_2019-04-05_lon128.88514_lat37.59459.png
2019-04-05,37.59459,129.05405,129.22297297297297,37.72972972972979,12,0,7.661666666666665,0.0,firemask_output\grid_2019-04-04_lon129.05405_lat37.59459.png,firemask_output\white.png
2019-04-05,37.86486,126.85811,127.02702702702705,38.000000000000064,8,0,11.6425,0.0,firemask_output\grid_2019-04-04_lon126.85811_lat37.86486.png,firemask_output\white.png
2019-04-06,34.75676,127.53378,127.70270270270272,34.89189189189192,1,0,0.55,0.0,firemask_output\grid_2019-04-05_lon127.53378_lat34.75676.png,firemask_output\white.png
2019-04-06,34.89189,127.19595,127.36486486486488,35.02702702702705,0,1,0.0,28.4,firemask_output\white.png,firemask_output\grid_2019-04-06_lon127.19595_lat34.89189.png
2019-04-06,35.02703,128.71622,128.88513513513513,35.16216216216219,2,3,1.435,0.9966666666666668,firemask_output\grid_2019-04-05_lon128.71622_lat35.02703.png,firemask_output\grid_2019-04-06_lon128.71622_lat35.02703.png
2019-04-06,35.02703,128.88514,129.05405405405406,35.16216216216219,1,5,1.17,1.62,firemask_output\grid_2019-04-05_lon128.88514_lat35.02703.png,firemask_output\grid_2019-04-06_lon128.88514_lat35.02703.png
2019-04-06,35.16216,127.87162,128.04054054054055,35.29729729729733,0,3,0.0,23.61,firemask_output\white.png,firemask_output\grid_2019-04-06_lon127.87162_lat35.16216.png
2019-04-06,35.43243,129.22297,129.39189189189187,35.5675675675676,2,2,1.18,0.815,firemask_output\grid_2019-04-05_lon129.22297_lat35.43243.png,firemask_output\grid_2019-04-06_lon129.22297_lat35.43243.png
2019-04-06,35.56757,127.19595,127.36486486486488,35.70270270270274,0,1,0.0,1.4,firemask_output\white.png,firemask_output\grid_2019-04-06_lon127.19595_lat35.56757.png
2019-04-06,35.7027,126.85811,127.02702702702705,35.837837837837874,1,0,0.62,0.0,firemask_output\grid_2019-04-05_lon126.85811_lat35.70270.png,firemask_output\white.png
2019-04-06,35.97297,127.19595,127.36486486486488,36.10810810810815,0,1,0.0,4.76,firemask_output\white.png,firemask_output\grid_2019-04-06_lon127.19595_lat35.97297.png
2019-04-06,35.97297,129.05405,129.22297297297297,36.10810810810815,0,3,0.0,48.623333333333335,firemask_output\white.png,firemask_output\grid_2019-04-06_lon129.05405_lat35.97297.png
2019-04-06,35.97297,129.22297,129.39189189189187,36.10810810810815,9,0,1.0,0.0,firemask_output\grid_2019-04-05_lon129.22297_lat35.97297.png,firemask_output\white.png
2019-04-06,35.97297,129.39189,129.5608108108108,36.10810810810815,6,1,1.1483333333333332,0.87,firemask_output\grid_2019-04-05_lon129.39189_lat35.97297.png,firemask_output\grid_2019-04-06_lon129.39189_lat35.97297.png
2019-04-06,36.91892,126.52027,126.6891891891892,37.054054054054106,1,0,1.87,0.0,firemask_output\grid_2019-04-05_lon126.52027_lat36.91892.png,firemask_output\white.png
2019-04-06,36.91892,126.68919,126.85810810810813,37.054054054054106,8,0,2.345,0.0,firemask_output\grid_2019-04-05_lon126.68919_lat36.91892.png,firemask_output\white.png
2019-04-06,36.91892,128.20946,128.3783783783784,37.054054054054106,5,0,1.006,0.0,firemask_output\grid_2019-04-05_lon128.20946_lat36.91892.png,firemask_output\white.png
2019-04-06,37.05405,128.20946,128.3783783783784,37.18918918918924,1,0,1.28,0.0,firemask_output\grid_2019-04-05_lon128.20946_lat37.05405.png,firemask_output\white.png
2019-04-06,37.18919,128.20946,128.3783783783784,37.32432432432438,1,0,0.8,0.0,firemask_output\grid_2019-04-05_lon128.20946_lat37.18919.png,firemask_output\white.png
2019-04-06,37.32432,129.05405,129.22297297297297,37.45945945945952,2,2,1.835,1.785,firemask_output\grid_2019-04-05_lon129.05405_lat37.32432.png,firemask_output\grid_2019-04-06_lon129.05405_lat37.32432.png
2019-04-06,37.45946,128.88514,129.05405405405406,37.59459459459465,8,1,5.952500000000001,1.43,firemask_output\grid_2019-04-05_lon128.88514_lat37.45946.png,firemask_output\grid_2019-04-06_lon128.88514_lat37.45946.png
2019-04-06,37.45946,129.05405,129.22297297297297,37.59459459459465,3,0,1.9333333333333331,0.0,firemask_output\grid_2019-04-05_lon129.05405_lat37.45946.png,firemask_output\white.png
2019-04-06,37.59459,128.88514,129.05405405405406,37.72972972972979,1,0,3.39,0.0,firemask_output\grid_2019-04-05_lon128.88514_lat37.59459.png,firemask_output\white.png
2020-03-19,34.89189,127.19595,127.36486486486488,35.02702702702705,1,0,28.4,0.0,firemask_output\grid_2019-04-06_lon127.19595_lat34.89189.png,firemask_output\white.png
2020-03-19,35.02703,126.68919,126.85810810810813,35.16216216216219,0,1,0.0,2.08,firemask_output\white.png,firemask_output\grid_2020-03-19_lon126.68919_lat35.02703.png
2020-03-19,35.02703,128.71622,128.88513513513513,35.16216216216219,0,5,0.0,0.938,firemask_output\white.png,firemask_output\grid_2020-03-19_lon128.71622_lat35.02703.png
2020-03-19,35.02703,128.88514,129.05405405405406,35.16216216216219,0,2,0.0,1.825,firemask_output\white.png,firemask_output\grid_2020-03-19_lon128.88514_lat35.02703.png
2020-03-19,35.16216,127.87162,128.04054054054055,35.29729729729733,3,0,23.61,0.0,firemask_output\grid_2019-04-06_lon127.87162_lat35.16216.png,firemask_output\white.png
2020-03-19,35.2973,129.22297,129.39189189189187,35.43243243243246,0,1,0.0,2.0,firemask_output\white.png,firemask_output\grid_2020-03-19_lon129.22297_lat35.29730.png
2020-03-19,35.43243,129.22297,129.39189189189187,35.5675675675676,0,26,0.0,2.2453846153846158,firemask_output\white.png,firemask_output\grid_2020-03-19_lon129.22297_lat35.43243.png
2020-03-19,35.56757,127.19595,127.36486486486488,35.70270270270274,1,0,1.4,0.0,firemask_output\grid_2019-04-06_lon127.19595_lat35.56757.png,firemask_output\white.png
2020-03-19,35.83784,126.52027,126.6891891891892,35.97297297297301,0,1,0.0,0.77,firemask_output\white.png,firemask_output\grid_2020-03-19_lon126.52027_lat35.83784.png
2020-03-19,35.97297,127.19595,127.36486486486488,36.10810810810815,1,0,4.76,0.0,firemask_output\grid_2019-04-06_lon127.19595_lat35.97297.png,firemask_output\white.png
2020-03-19,35.97297,127.53378,127.70270270270272,36.10810810810815,0,1,0.0,2.18,firemask_output\white.png,firemask_output\grid_2020-03-19_lon127.53378_lat35.97297.png
2020-03-19,35.97297,129.05405,129.22297297297297,36.10810810810815,3,0,48.623333333333335,0.0,firemask_output\grid_2019-04-06_lon129.05405_lat35.97297.png,firemask_output\white.png
2020-03-19,35.97297,129.22297,129.39189189189187,36.10810810810815,0,4,0.0,2.7025,firemask_output\white.png,firemask_output\grid_2020-03-19_lon129.22297_lat35.97297.png
2020-03-19,35.97297,129.39189,129.5608108108108,36.10810810810815,0,4,0.0,1.6475,firemask_output\white.png,firemask_output\grid_2020-03-19_lon129.39189_lat35.97297.png
2020-03-19,36.78378,126.52027,126.6891891891892,36.91891891891897,0,1,0.0,0.52,firemask_output\white.png,firemask_output\grid_2020-03-19_lon126.52027_lat36.78378.png
2020-03-19,36.91892,126.52027,126.6891891891892,37.054054054054106,0,5,0.0,1.3199999999999998,firemask_output\white.png,firemask_output\grid_2020-03-19_lon126.52027_lat36.91892.png
2020-03-19,36.91892,126.68919,126.85810810810813,37.054054054054106,0,8,0.0,1.36625,firemask_output\white.png,firemask_output\grid_2020-03-19_lon126.68919_lat36.91892.png
2020-03-19,36.91892,128.20946,128.3783783783784,37.054054054054106,0,4,0.0,1.0025,firemask_output\white.png,firemask_output\grid_2020-03-19_lon128.20946_lat36.91892.png
2020-03-19,37.05405,128.20946,128.3783783783784,37.18918918918924,0,1,0.0,1.45,firemask_output\white.png,firemask_output\grid_2020-03-19_lon128.20946_lat37.05405.png
2020-03-19,37.18919,128.20946,128.3783783783784,37.32432432432438,0,1,0.0,0.54,firemask_output\white.png,firemask_output\grid_2020-03-19_lon128.20946_lat37.18919.png
2020-03-19,37.32432,129.05405,129.22297297297297,37.45945945945952,0,2,0.0,1.64,firemask_output\white.png,firemask_output\grid_2020-03-19_lon129.05405_lat37.32432.png
2020-03-19,37.45946,128.88514,129.05405405405406,37.59459459459465,0,1,0.0,1.27,firemask_output\white.png,firemask_output\grid_2020-03-19_lon128.88514_lat37.45946.png
2020-03-19,37.45946,129.05405,129.22297297297297,37.59459459459465,0,2,0.0,1.7399999999999998,firemask_output\white.png,firemask_output\grid_2020-03-19_lon129.05405_lat37.45946.png
2020-03-19,37.59459,128.88514,129.05405405405406,37.72972972972979,0,2,0.0,1.5550000000000002,firemask_output\white.png,firemask_output\grid_2020-03-19_lon128.88514_lat37.59459.png
2020-03-20,34.89189,126.52027,126.6891891891892,35.02702702702705,0,2,0.0,2.56,firemask_output\white.png,firemask_output\grid_2020-03-20_lon126.52027_lat34.89189.png
2020-03-20,35.02703,126.68919,126.85810810810813,35.16216216216219,1,0,2.08,0.0,firemask_output\grid_2020-03-19_lon126.68919_lat35.02703.png,firemask_output\white.png
2020-03-20,35.02703,128.71622,128.88513513513513,35.16216216216219,5,2,0.938,0.855,firemask_output\grid_2020-03-19_lon128.71622_lat35.02703.png,firemask_output\grid_2020-03-20_lon128.71622_lat35.02703.png
2020-03-20,35.02703,128.88514,129.05405405405406,35.16216216216219,2,0,1.825,0.0,firemask_output\grid_2020-03-19_lon128.88514_lat35.02703.png,firemask_output\white.png
2020-03-20,35.2973,129.22297,129.39189189189187,35.43243243243246,1,0,2.0,0.0,firemask_output\grid_2020-03-19_lon129.22297_lat35.29730.png,firemask_output\white.png
2020-03-20,35.43243,126.68919,126.85810810810813,35.5675675675676,0,5,0.0,2.2139999999999995,firemask_output\white.png,firemask_output\grid_2020-03-20_lon126.68919_lat35.43243.png
2020-03-20,35.43243,129.22297,129.39189189189187,35.5675675675676,26,1,2.2453846153846158,0.31,firemask_output\grid_2020-03-19_lon129.22297_lat35.43243.png,firemask_output\grid_2020-03-20_lon129.22297_lat35.43243.png
2020-03-20,35.7027,127.19595,127.36486486486488,35.837837837837874,0,1,0.0,0.89,firemask_output\white.png,firemask_output\grid_2020-03-20_lon127.19595_lat35.70270.png
2020-03-20,35.83784,126.52027,126.6891891891892,35.97297297297301,1,0,0.77,0.0,firemask_output\grid_2020-03-19_lon126.52027_lat35.83784.png,firemask_output\white.png
2020-03-20,35.97297,127.53378,127.70270270270272,36.10810810810815,1,0,2.18,0.0,firemask_output\grid_2020-03-19_lon127.53378_lat35.97297.png,firemask_output\white.png
2020-03-20,35.97297,129.22297,129.39189189189187,36.10810810810815,4,7,2.7025,2.232857142857143,firemask_output\grid_2020-03-19_lon129.22297_lat35.97297.png,firemask_output\grid_2020-03-20_lon129.22297_lat35.97297.png
2020-03-20,35.97297,129.39189,129.5608108108108,36.10810810810815,4,6,1.6475,2.625,firemask_output\grid_2020-03-19_lon129.39189_lat35.97297.png,firemask_output\grid_2020-03-20_lon129.39189_lat35.97297.png
2020-03-20,36.37838,126.85811,127.02702702702705,36.51351351351356,0,2,0.0,2.85,firemask_output\white.png,firemask_output\grid_2020-03-20_lon126.85811_lat36.37838.png
2020-03-20,36.78378,126.52027,126.6891891891892,36.91891891891897,1,0,0.52,0.0,firemask_output\grid_2020-03-19_lon126.52027_lat36.78378.png,firemask_output\white.png
2020-03-20,36.91892,126.52027,126.6891891891892,37.054054054054106,5,1,1.3199999999999998,2.77,firemask_output\grid_2020-03-19_lon126.52027_lat36.91892.png,firemask_output\grid_2020-03-20_lon126.52027_lat36.91892.png
2020-03-20,36.91892,126.68919,126.85810810810813,37.054054054054106,8,3,1.36625,2.513333333333333,firemask_output\grid_2020-03-19_lon126.68919_lat36.91892.png,firemask_output\grid_2020-03-20_lon126.68919_lat36.91892.png
2020-03-20,36.91892,128.20946,128.3783783783784,37.054054054054106,4,0,1.0025,0.0,firemask_output\grid_2020-03-19_lon128.20946_lat36.91892.png,firemask_output\white.png
2020-03-20,37.05405,128.20946,128.3783783783784,37.18918918918924,1,0,1.45,0.0,firemask_output\grid_2020-03-19_lon128.20946_lat37.05405.png,firemask_output\white.png
2020-03-20,37.18919,128.20946,128.3783783783784,37.32432432432438,1,0,0.54,0.0,firemask_output\grid_2020-03-19_lon128.20946_lat37.18919.png,firemask_output\white.png
2020-03-20,37.32432,129.05405,129.22297297297297,37.45945945945952,2,2,1.64,0.7150000000000001,firemask_output\grid_2020-03-19_lon129.05405_lat37.32432.png,firemask_output\grid_2020-03-20_lon129.05405_lat37.32432.png
2020-03-20,37.45946,128.88514,129.05405405405406,37.59459459459465,1,1,1.27,0.44,firemask_output\grid_2020-03-19_lon128.88514_lat37.45946.png,firemask_output\grid_2020-03-20_lon128.88514_lat37.45946.png
2020-03-20,37.45946,129.05405,129.22297297297297,37.59459459459465,2,1,1.7399999999999998,1.25,firemask_output\grid_2020-03-19_lon129.05405_lat37.45946.png,firemask_output\grid_2020-03-20_lon129.05405_lat37.45946.png
2020-03-20,37.59459,128.88514,129.05405405405406,37.72972972972979,2,0,1.5550000000000002,0.0,firemask_output\grid_2020-03-19_lon128.88514_lat37.59459.png,firemask_output\white.png
2020-03-21,33.27027,126.68919,126.85810810810813,33.40540540540541,0,1,0.0,0.95,firemask_output\white.png,firemask_output\grid_2020-03-21_lon126.68919_lat33.27027.png
2020-03-21,34.89189,126.52027,126.6891891891892,35.02702702702705,2,0,2.56,0.0,firemask_output\grid_2020-03-20_lon126.52027_lat34.89189.png,firemask_output\white.png
2020-03-21,35.02703,128.71622,128.88513513513513,35.16216216216219,2,1,0.855,0.68,firemask_output\grid_2020-03-20_lon128.71622_lat35.02703.png,firemask_output\grid_2020-03-21_lon128.71622_lat35.02703.png
2020-03-21,35.43243,126.68919,126.85810810810813,35.5675675675676,5,0,2.2139999999999995,0.0,firemask_output\grid_2020-03-20_lon126.68919_lat35.43243.png,firemask_output\white.png
2020-03-21,35.43243,129.22297,129.39189189189187,35.5675675675676,1,0,0.31,0.0,firemask_output\grid_2020-03-20_lon129.22297_lat35.43243.png,firemask_output\white.png
2020-03-21,35.7027,127.19595,127.36486486486488,35.837837837837874,1,0,0.89,0.0,firemask_output\grid_2020-03-20_lon127.19595_lat35.70270.png,firemask_output\white.png
2020-03-21,35.97297,129.22297,129.39189189189187,36.10810810810815,7,0,2.232857142857143,0.0,firemask_output\grid_2020-03-20_lon129.22297_lat35.97297.png,firemask_output\white.png
2020-03-21,35.97297,129.39189,129.5608108108108,36.10810810810815,6,0,2.625,0.0,firemask_output\grid_2020-03-20_lon129.39189_lat35.97297.png,firemask_output\white.png
2020-03-21,36.10811,126.52027,126.6891891891892,36.243243243243285,0,1,0.0,3.57,firemask_output\white.png,firemask_output\grid_2020-03-21_lon126.52027_lat36.10811.png
2020-03-21,36.37838,126.85811,127.02702702702705,36.51351351351356,2,0,2.85,0.0,firemask_output\grid_2020-03-20_lon126.85811_lat36.37838.png,firemask_output\white.png
2020-03-21,36.91892,126.52027,126.6891891891892,37.054054054054106,1,0,2.77,0.0,firemask_output\grid_2020-03-20_lon126.52027_lat36.91892.png,firemask_output\white.png
2020-03-21,36.91892,126.68919,126.85810810810813,37.054054054054106,3,0,2.513333333333333,0.0,firemask_output\grid_2020-03-20_lon126.68919_lat36.91892.png,firemask_output\white.png
2020-03-21,37.32432,129.05405,129.22297297297297,37.45945945945952,2,0,0.7150000000000001,0.0,firemask_output\grid_2020-03-20_lon129.05405_lat37.32432.png,firemask_output\white.png
2020-03-21,37.45946,128.88514,129.05405405405406,37.59459459459465,1,0,0.44,0.0,firemask_output\grid_2020-03-20_lon128.88514_lat37.45946.png,firemask_output\white.png
2020-03-21,37.45946,129.05405,129.22297297297297,37.59459459459465,1,0,1.25,0.0,firemask_output\grid_2020-03-20_lon129.05405_lat37.45946.png,firemask_output\white.png
2020-03-22,33.27027,126.68919,126.85810810810813,33.40540540540541,1,0,0.95,0.0,firemask_output\grid_2020-03-21_lon126.68919_lat33.27027.png,firemask_output\white.png
2020-03-22,35.02703,128.71622,128.88513513513513,35.16216216216219,1,2,0.68,0.72,firemask_output\grid_2020-03-21_lon128.71622_lat35.02703.png,firemask_output\grid_2020-03-22_lon128.71622_lat35.02703.png
2020-03-22,35.02703,128.88514,129.05405405405406,35.16216216216219,0,2,0.0,1.02,firemask_output\white.png,firemask_output\grid_2020-03-22_lon128.88514_lat35.02703.png
2020-03-22,35.16216,126.68919,126.85810810810813,35.29729729729733,0,1,0.0,0.57,firemask_output\white.png,firemask_output\grid_2020-03-22_lon126.68919_lat35.16216.png
2020-03-22,35.43243,129.22297,129.39189189189187,35.5675675675676,0,3,0.0,1.2366666666666666,firemask_output\white.png,firemask_output\grid_2020-03-22_lon129.22297_lat35.43243.png
2020-03-22,35.56757,127.02703,127.19594594594597,35.70270270270274,0,1,0.0,2.62,firemask_output\white.png,firemask_output\grid_2020-03-22_lon127.02703_lat35.56757.png
2020-03-22,35.83784,126.52027,126.6891891891892,35.97297297297301,0,1,0.0,0.78,firemask_output\white.png,firemask_output\grid_2020-03-22_lon126.52027_lat35.83784.png
2020-03-22,35.97297,126.52027,126.6891891891892,36.10810810810815,0,1,0.0,0.78,firemask_output\white.png,firemask_output\grid_2020-03-22_lon126.52027_lat35.97297.png
2020-03-22,35.97297,129.22297,129.39189189189187,36.10810810810815,0,11,0.0,1.3536363636363635,firemask_output\white.png,firemask_output\grid_2020-03-22_lon129.22297_lat35.97297.png
2020-03-22,35.97297,129.39189,129.5608108108108,36.10810810810815,0,7,0.0,0.7614285714285715,firemask_output\white.png,firemask_output\grid_2020-03-22_lon129.39189_lat35.97297.png
2020-03-22,36.10811,126.52027,126.6891891891892,36.243243243243285,1,0,3.57,0.0,firemask_output\grid_2020-03-21_lon126.52027_lat36.10811.png,firemask_output\white.png
2020-03-22,36.24324,127.53378,127.70270270270272,36.37837837837842,0,1,0.0,5.35,firemask_output\white.png,firemask_output\grid_2020-03-22_lon127.53378_lat36.24324.png
2020-03-22,36.37838,128.5473,128.7162162162162,36.51351351351356,0,4,0.0,73.81,firemask_output\white.png,firemask_output\grid_2020-03-22_lon128.54730_lat36.37838.png
2020-03-22,36.78378,126.52027,126.6891891891892,36.91891891891897,0,1,0.0,1.37,firemask_output\white.png,firemask_output\grid_2020-03-22_lon126.52027_lat36.78378.png
2020-03-22,36.91892,126.52027,126.6891891891892,37.054054054054106,0,1,0.0,1.08,firemask_output\white.png,firemask_output\grid_2020-03-22_lon126.52027_lat36.91892.png
2020-03-22,36.91892,126.68919,126.85810810810813,37.054054054054106,0,15,0.0,2.312666666666667,firemask_output\white.png,firemask_output\grid_2020-03-22_lon126.68919_lat36.91892.png
2020-03-22,36.91892,127.02703,127.19594594594597,37.054054054054106,0,1,0.0,15.87,firemask_output\white.png,firemask_output\grid_2020-03-22_lon127.02703_lat36.91892.png
2020-03-22,36.91892,128.20946,128.3783783783784,37.054054054054106,0,4,0.0,1.075,firemask_output\white.png,firemask_output\grid_2020-03-22_lon128.20946_lat36.91892.png
2020-03-22,36.91892,128.88514,129.05405405405406,37.054054054054106,0,2,0.0,4.415,firemask_output\white.png,firemask_output\grid_2020-03-22_lon128.88514_lat36.91892.png
2020-03-22,37.05405,128.20946,128.3783783783784,37.18918918918924,0,1,0.0,1.08,firemask_output\white.png,firemask_output\grid_2020-03-22_lon128.20946_lat37.05405.png
2020-03-22,37.18919,128.20946,128.3783783783784,37.32432432432438,0,2,0.0,0.74,firemask_output\white.png,firemask_output\grid_2020-03-22_lon128.20946_lat37.18919.png
2020-03-22,37.32432,129.05405,129.22297297297297,37.45945945945952,0,3,0.0,1.0833333333333333,firemask_output\white.png,firemask_output\grid_2020-03-22_lon129.05405_lat37.32432.png
2020-03-22,37.45946,126.52027,126.6891891891892,37.59459459459465,0,2,0.0,0.99,firemask_output\white.png,firemask_output\grid_2020-03-22_lon126.52027_lat37.45946.png
2020-03-22,37.45946,128.88514,129.05405405405406,37.59459459459465,0,1,0.0,0.92,firemask_output\white.png,firemask_output\grid_2020-03-22_lon128.88514_lat37.45946.png
2020-03-22,37.45946,129.05405,129.22297297297297,37.59459459459465,0,1,0.0,1.6,firemask_output\white.png,firemask_output\grid_2020-03-22_lon129.05405_lat37.45946.png
2020-03-22,37.59459,128.88514,129.05405405405406,37.72972972972979,0,1,0.0,1.76,firemask_output\white.png,firemask_output\grid_2020-03-22_lon128.88514_lat37.59459.png
2020-03-23,33.40541,126.68919,126.85810810810813,33.54054054054055,0,1,0.0,2.48,firemask_output\white.png,firemask_output\grid_2020-03-23_lon126.68919_lat33.40541.png
2020-03-23,34.62162,126.18243,126.35135135135135,34.75675675675678,0,1,0.0,2.24,firemask_output\white.png,firemask_output\grid_2020-03-23_lon126.18243_lat34.62162.png
